split,smiles,scaffold
train,Cc1[nH]nc2nccc(-c3ccc(NC(=O)NCc4ccccn4)cc3)c12,CC(CCC1CCCCC1)CC1CCC(C2CCCC3CCCC32)CC1
train,Cc1[nH]nc2nccc(-c3ccc(NC(=O)NCCCCc4ccccc4)cc3)c12,CC(CCCCCC1CCCCC1)CC1CCC(C2CCCC3CCCC32)CC1
train,Cc1ccc(C(=O)[O-])c(/N=C\CC(=O)c2ccc(NC(=S)Nc3ccc(S(=O)(=O)Nc4ccccn4)cc3)cc2)c1,CC(CC1CCC(C(C)CCCC2CCCCC2)CC1)CC1CCC(C(C)(C)CC2CCCCC2)CC1
train,O=C(C/C=N/c1ccccc1Cl)c1ccc(NC(=S)Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)cc1,CC(CC1CCC(C(C)CCCC2CCCCC2)CC1)CC1CCC(C(C)(C)CC2CCCCC2)CC1
train,O=C(C/C=N/c1ccc(F)cc1)c1ccc(NC(=S)Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)cc1,CC(CC1CCC(C(C)CCCC2CCCCC2)CC1)CC1CCC(C(C)(C)CC2CCCCC2)CC1
train,CCOC(=O)c1ccc(/N=C/CC(=O)c2ccc(NC(=S)Nc3ccc(S(=O)(=O)Nc4ccccn4)cc3)cc2)cc1,CC(CC1CCC(C(C)CCCC2CCCCC2)CC1)CC1CCC(C(C)(C)CC2CCCCC2)CC1
train,COc1ccc(-n2cc(NC(=O)c3ccc([N-]S(=O)(=O)c4ccccc4)cc3)cn2)cc1,CC(CC1CCC(C2CCCCC2)C1)C1CCC(CC(C)(C)C2CCCCC2)CC1
train,O=C([O-])c1ccc(Nc2ccnc(SCC(=O)c3ccc(-c4ccccc4)cc3)n2)cc1,CC(CCC1CCCC(CC2CCCCC2)C1)C1CCC(C2CCCCC2)CC1
train,O=C(CCSC(=S)N1CCN(c2ccccc2)CC1)Nc1cccc(NC(=O)c2ccccn2)c1,CC(CCCC(C)C1CCC(C2CCCCC2)CC1)CC1CCCC(CC(C)C2CCCCC2)C1
train,Cl[C@@H](Cn1ncc2c(NCc3ccccc3)ncnc21)c1ccccc1,C1CCC(CCC2CCC3C(CCC4CCCCC4)CCCC23)CC1
train,O=C(CSc1nc2ccccc2n2cnnc12)Nc1ccc(C(=O)Nc2ccccc2)cc1,CC(CCC1CC2CCCCC2C2CCCC12)CC1CCC(C(C)CC2CCCCC2)CC1
train,O=C(CSc1nc2ccccc2n2cnnc12)Nc1ccc(C(=O)NCc2ccccc2)cc1,CC(CCC1CC2CCCCC2C2CCCC12)CC1CCC(C(C)CCC2CCCCC2)CC1
train,O=C(Cn1c(=O)c2nncn2c2ccccc21)Nc1ccc(C(=O)NCc2ccccc2)cc1,CC(CC1CCC(C(C)CCC2CCCCC2)CC1)CC1C(C)C2CCCC2C2CCCCC12
train,S=C(NNc1nn2cnnc2c2ccccc12)Nc1ccccc1,CC(CCC1CC2CCCC2C2CCCCC12)CC1CCCCC1
train,O=C(NNc1nn2cnnc2c2ccccc12)Nc1ccccc1,CC(CCC1CC2CCCC2C2CCCCC12)CC1CCCCC1
train,c1ccc(CCCn2c3ccccc3c3cc[n+]4cn(-c5ccccc5)cc4c32)cc1,C1CCC(CCCC2C3CCCCC3C3CCC4CC(C5CCCCC5)CC4C23)CC1
train,Clc1ccc(-[n+]2cc3c4c(ccn3c2)c2ccccc2n4CCCc2ccccc2)c(Cl)c1,C1CCC(CCCC2C3CCCCC3C3CCC4CC(C5CCCCC5)CC4C23)CC1
train,COc1ccc(-n2cc3c4c(cc[n+]3c2)c2ccccc2n4CCCc2ccccc2)cc1,C1CCC(CCCC2C3CCCCC3C3CCC4CC(C5CCCCC5)CC4C23)CC1
train,COc1ccc(Nc2nc3ccc(NC(=O)c4ccccc4C(=O)[O-])cc3[nH]c2=O)cc1,CC(CC1CCC2CC(CC3CCCCC3)C(C)CC2C1)C1CCCCC1
train,Nc1ncnc2c1c(-c1cccc(Oc3ccccc3)c1)cn2C1CCCC1,C1CCC(CC2CCCC(C3CC(C4CCCC4)C4CCCCC34)C2)CC1
train,Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)cn2[C@@H]1CCC[C@H]1O,C1CCC(CC2CCC(C3CC(C4CCCC4)C4CCCCC34)CC2)CC1
train,Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)cn2[C@@H]1CC[C@@H](O)C1,C1CCC(CC2CCC(C3CC(C4CCCC4)C4CCCCC34)CC2)CC1
train,Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)cn2[C@@H]1C[C@@H](O)[C@@H](O)C1,C1CCC(CC2CCC(C3CC(C4CCCC4)C4CCCCC34)CC2)CC1
train,COc1cc(Cc2nn([C@H]3CC[C@@H](N4CC[NH+](C)CC4)CC3)c3ncnc(N)c23)ccc1NC(=O)[C@@H]1C[C@H]1c1ccccc1,CC(CC1CCC(CC2CC(C3CCC(C4CCCCC4)CC3)C3CCCCC23)CC1)C1CC1C1CCCCC1
train,CN1CC[NH+]([C@H]2CC[C@H](n3nc(-c4ccc(NCc5cc6ccccc6[nH]5)cc4)c4c(N)ncnc43)CC2)CC1,C1CCC(C2CCC(C3CC(C4CCC(CCC5CC6CCCCC6C5)CC4)C4CCCCC34)CC2)CC1
train,CN1CC[NH+]([C@H]2CC[C@H](n3nc(-c4ccc(C(=O)c5ccccc5)cc4)c4c(N)ncnc43)CC2)CC1,CC(C1CCCCC1)C1CCC(C2CC(C3CCC(C4CCCCC4)CC3)C3CCCCC23)CC1
train,COc1cc(-c2nn([C@H]3CC[C@@H](N4CC[NH+](C)CC4)CC3)c3ncnc(N)c23)ccc1NCc1ccccc1,C1CCC(CCC2CCC(C3CC(C4CCC(C5CCCCC5)CC4)C4CCCCC34)CC2)CC1
train,NC(=O)c1c(-c2ccc(Oc3ccccc3)cc2)c2c(N)ncnc2n1C1CCCC1,C1CCC(CC2CCC(C3CC(C4CCCC4)C4CCCCC34)CC2)CC1
train,Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)c(CO)n2C1CCCC1,C1CCC(CC2CCC(C3CC(C4CCCC4)C4CCCCC34)CC2)CC1
train,Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)c(C(=O)[O-])n2C1CCCC1,C1CCC(CC2CCC(C3CC(C4CCCC4)C4CCCCC34)CC2)CC1
train,Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)c(Br)n2C1CCCC1,C1CCC(CC2CCC(C3CC(C4CCCC4)C4CCCCC34)CC2)CC1
train,N#Cc1c(-c2ccc(Oc3ccccc3)cc2)c2c(N)ncnc2n1C1CCCC1,C1CCC(CC2CCC(C3CC(C4CCCC4)C4CCCCC34)CC2)CC1
train,COCc1c(-c2ccc(Oc3ccccc3)cc2)c2c(N)ncnc2n1C1CCCC1,C1CCC(CC2CCC(C3CC(C4CCCC4)C4CCCCC34)CC2)CC1
train,Cc1c(-c2ccc(Oc3ccccc3)cc2)c2c(N)ncnc2n1C1CCCC1,C1CCC(CC2CCC(C3CC(C4CCCC4)C4CCCCC34)CC2)CC1
train,C[C@@H](O)c1c(-c2ccc(Oc3ccccc3)cc2)c2c(N)ncnc2n1C1CCCC1,C1CCC(CC2CCC(C3CC(C4CCCC4)C4CCCCC34)CC2)CC1
train,Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)c(C[NH+]1CCOCC1)n2C1CCCC1,C1CCC(CC2CCC(C3C4CCCCC4C(C4CCCC4)C3CC3CCCCC3)CC2)CC1
train,COc1ccccc1Oc1ccc(-c2cn(C3CCCC3)c3ncnc(N)c23)cc1,C1CCC(CC2CCC(C3CC(C4CCCC4)C4CCCCC34)CC2)CC1
train,Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)c(Cl)n2C1CCCC1,C1CCC(CC2CCC(C3CC(C4CCCC4)C4CCCCC34)CC2)CC1
train,Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)c(C[NH3+])n2C1CCCC1,C1CCC(CC2CCC(C3CC(C4CCCC4)C4CCCCC34)CC2)CC1
train,COc1cc2c(Nc3c(Cl)ccc4c3OCO4)ncnc2cc1OCCC[NH+]1CCCCC1,C1CCC(CCCCC2CCC3C(CCCC3CC3CCCC4CCCC43)C2)CC1
train,Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)cn2[C@H]1CCOC1,C1CCC(CC2CCC(C3CC(C4CCCC4)C4CCCCC34)CC2)CC1
train,Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)cn2CCO,C1CCC(CC2CCC(C3CCC4CCCCC43)CC2)CC1
train,Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)cn2C1CC[NH2+]CC1,C1CCC(CC2CCC(C3CC(C4CCCCC4)C4CCCCC34)CC2)CC1
train,Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)cn2C1CCOCC1,C1CCC(CC2CCC(C3CC(C4CCCCC4)C4CCCCC34)CC2)CC1
train,Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)cn2C1CCCC1,C1CCC(CC2CCC(C3CC(C4CCCC4)C4CCCCC34)CC2)CC1
train,Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)cn2[C@@H]1CNOC1,C1CCC(CC2CCC(C3CC(C4CCCC4)C4CCCCC34)CC2)CC1
train,CN1CC[NH+](Cc2ccc3c(c2)-c2[nH]nc(-c4ccsc4)c2C3)CC1,C1CCC(CC2CCC3CC4C(C5CCCC5)CCC4C3C2)CC1
train,Cc1cccc(C)c1-c1cc(C)c2nc(Nc3ccc(OCC[NH+]4CCCC4)cc3)nnc2c1,C1CCC(C2CCC3CC(CC4CCC(CCCC5CCCC5)CC4)CCC3C2)CC1
train,COCCOCC#Cc1cc(-c2n[nH]c3c2Cc2ccc(Cn4cncn4)cc2-3)cs1,C1CCC(CC2CCC3CC4C(C5CCCC5)CCC4C3C2)C1
train,COCC(=O)Nc1cccc2c1Cc1c(-c3csc(C#CCOc4ccccc4)c3)n[nH]c1-2,C1CCC(CCCCC2CCC(C3CCC4C5CCCCC5CC34)C2)CC1
train,CN1CC[NH+](CC(=O)Nc2cccc3c2Cc2c(-c4csc(C#CCOc5ccccc5)c4)n[nH]c2-3)CC1,CC(CC1CCCCC1)CC1CCCC2C1CC1C(C3CCC(CCCCC4CCCCC4)C3)CCC21
train,COC(=O)C(=O)Nc1cccc2c1Cc1c(-c3csc(C#CCOc4ccccc4)c3)n[nH]c1-2,C1CCC(CCCCC2CCC(C3CCC4C5CCCCC5CC34)C2)CC1
train,Nc1nccc(/C=C/c2c(-c3ccccc3)nc3sccn23)n1,C1CCC(CCC2C3CCCC3CC2C2CCCCC2)CC1
train,Cn1cnc(-c2ccccc2)c1C#Cc1ccnc(N)n1,C1CCC(CCC2CCCC2C2CCCCC2)CC1
train,Nc1nccc(/C=C/c2c(-c3ccccc3)nc3n2CCS3)n1,C1CCC(CCC2C3CCCC3CC2C2CCCCC2)CC1
train,Nc1nccc(/C=C/c2n[nH]cc2-c2ccccc2)n1,C1CCC(CCC2CCCC2C2CCCCC2)CC1
train,Cn1c(-c2ccccc2)c(/C=C/c2ccnc(N)n2)c2ccccc21,C1CCC(CCC2C3CCCCC3CC2C2CCCCC2)CC1
train,Clc1nccc(/C=C/c2c(-c3ccccc3)nc3sccn23)n1,C1CCC(CCC2C3CCCC3CC2C2CCCCC2)CC1
train,CC(C)(C)C(=O)Nc1nccc(/C=C/c2c(-c3ccccc3)nc3sccn23)n1,C1CCC(CCC2C3CCCC3CC2C2CCCCC2)CC1
train,Cn1cnc(-c2ccccc2)c1/C=C/c1ccnc(N)n1,C1CCC(CCC2CCCC2C2CCCCC2)CC1
train,Nc1nccc(/C=C/c2nc[nH]c2-c2ccccc2)n1,C1CCC(CCC2CCCC2C2CCCCC2)CC1
train,COc1nc(Nc2ccc(-c3nc4ccccc4s3)cc2)c2cc[nH]c2n1,C1CCC2CC(C3CCC(CC4CCCC5CCCC54)CC3)CC2C1
train,c1ccc2sc(-c3ccc(Nc4ncnc5[nH]ccc45)cc3)nc2c1,C1CCC2CC(C3CCC(CC4CCCC5CCCC54)CC3)CC2C1
train,c1cc(Nc2ncnc3[nH]ccc23)cc(-c2nc3ccccc3s2)c1,C1CC(CC2CCCC3CCCC32)CC(C2CC3CCCCC3C2)C1
train,COCn1cc(C2=C(c3cc(OC)c(OC)c(OC)c3)C(=O)NC2)c2ccccc21,CC1CCC(C2CCC3CCCCC32)C1C1CCCCC1
train,N/C(=[NH+]\c1ccccc1)SCCCN1C(=O)C2=C(C1=O)n1ccc3cccc(c31)[C@@H]1Cc3ccccc3N21,CC1C(CCCCCCC2CCCCC2)C(C)C2C1C1CCC3CCCC(C4CC5CCCCC5C42)C31
train,COc1cc2c(Nc3ccc(-c4nc5ccccc5s4)c(O)c3)ncnc2cc1OCCCN1CC[NH+](C)CC1,C1CCC(CCCCC2CCC3C(CC4CCC(C5CC6CCCCC6C5)CC4)CCCC3C2)CC1
train,COc1cc2c(Nc3ccc(-c4nc5cc(Cl)ccc5s4)cc3)ncnc2cc1OCCCN1CC[NH+](C)CC1,C1CCC(CCCCC2CCC3C(CC4CCC(C5CC6CCCCC6C5)CC4)CCCC3C2)CC1
train,COc1cc(-c2nc3ccccc3s2)ccc1Nc1ncnc2cc(OC)c(OCCCN3CC[NH+](C)CC3)cc12,C1CCC(CCCCC2CCC3CCCC(CC4CCC(C5CC6CCCCC6C5)CC4)C3C2)CC1
train,Cn1cnc(-c2ccccc2)c1-c1cc2c(N)ncnc2s1,C1CCC(C2CCCC2C2CC3CCCCC3C2)CC1
train,Cc1ccc(Sc2cccc(-c3ncn(C)c3-c3cc4c(N)ncnc4s3)c2)cc1,C1CCC(CC2CCCC(C3CCCC3C3CC4CCCCC4C3)C2)CC1
train,Cn1cnc(-c2ccccc2)c1-c1nc2c(N)ncnc2s1,C1CCC(C2CCCC2C2CC3CCCCC3C2)CC1
train,CCn1cnc(-c2ccccc2)c1-c1nc2c(N)ncnc2s1,C1CCC(C2CCCC2C2CC3CCCCC3C2)CC1
train,Nc1ncnc2sc(-c3c(-c4ccccc4)ncn3CC3CCCCC3)nc12,C1CCC(CC2CCC(C3CCCCC3)C2C2CC3CCCCC3C2)CC1
train,Nc1ncnc2sc(-c3c(-c4ccccc4)ncn3C[C@H]3CCCO3)nc12,C1CCC(C2CCC(CC3CCCC3)C2C2CC3CCCCC3C2)CC1
train,Nc1ncnc2sc(-c3c(-c4ccccc4)ncn3Cc3ccccc3N3CCOCC3)nc12,C1CCC(C2CCCCC2CC2CCC(C3CCCCC3)C2C2CC3CCCCC3C2)CC1
train,COc1cc(-c2cn([C@H]3CC[C@@H](N4CC[NH+](C)CC4)CC3)c3ncnc(N)c23)ccc1NS(=O)(=O)c1ccccc1,CC(C)(CC1CCC(C2CC(C3CCC(C4CCCCC4)CC3)C3CCCCC23)CC1)C1CCCCC1
train,CC1(C)C(=O)N([C@H]2CCc3c(O)cccc32)c2nc(Nc3ccccc3)ncc21,CC1CC2CCC(CC3CCCCC3)CC2C1C1CCC2CCCCC21
train,COc1ccc(-c2ccc(Cn3cc(-c4cccc(N)c4)nn3)cc2)cn1,C1CCC(C2CCC(CC3CCC(C4CCCCC4)C3)CC2)CC1
train,c1ccc(-c2cn(Cc3ccc(-c4cccnc4)cc3)nn2)cc1,C1CCC(C2CCC(CC3CCC(C4CCCCC4)C3)CC2)CC1
train,c1ccc(-c2cn(Cc3ccc(-c4cncnc4)cc3)nn2)cc1,C1CCC(C2CCC(CC3CCC(C4CCCCC4)C3)CC2)CC1
