split,smiles,scaffold
train,Cc1cc(Nc2nn(-c3ccccc3)c(=O)c3ccccc23)n[nH]1,CC1C(C2CCCCC2)CC(CC2CCCC2)C2CCCCC12
train,Cc1cc(Nc2nn(-c3ccccc3)c(=O)c3ccccc23)n[nH]1,CC1C(C2CCCCC2)CC(CC2CCCC2)C2CCCCC12
train,Cc1cc(Nc2nn(-c3ccccc3)c(=O)c3ccccc23)[nH]n1,CC1C(C2CCCCC2)CC(CC2CCCC2)C2CCCCC12
train,Cc1cc(Nc2nn(-c3ccccc3)c(=O)c3ccccc23)n[nH]1,CC1C(C2CCCCC2)CC(CC2CCCC2)C2CCCCC12
train,Cc1cc(Nc2nn(-c3ccccc3)c(=O)c3ccccc23)n[nH]1,CC1C(C2CCCCC2)CC(CC2CCCC2)C2CCCCC12
train,Cc1cc(Nc2nn(-c3ccccc3)c(=O)c3ccccc23)n[nH]1,CC1C(C2CCCCC2)CC(CC2CCCC2)C2CCCCC12
train,Cc1cc(Nc2nn(-c3ccccc3)c(=O)c3ccccc23)n[nH]1,CC1C(C2CCCCC2)CC(CC2CCCC2)C2CCCCC12
train,Cc1cc(Nc2nn(-c3ccccc3)c(=O)c3ccccc23)[nH]n1,CC1C(C2CCCCC2)CC(CC2CCCC2)C2CCCCC12
train,Cc1cc(Nc2nn(-c3ccccc3)c(=O)c3ccccc23)n[nH]1,CC1C(C2CCCCC2)CC(CC2CCCC2)C2CCCCC12
train,Cc1cc(Nc2nn(-c3ccccc3)c(=O)c3ccccc23)[nH]n1,CC1C(C2CCCCC2)CC(CC2CCCC2)C2CCCCC12
train,Cc1cc(Nc2nn(-c3ccccc3)c(=O)c3ccccc23)n[nH]1,CC1C(C2CCCCC2)CC(CC2CCCC2)C2CCCCC12
train,Cc1cc(Nc2nn(-c3ccccc3)c(=O)c3ccccc23)n[nH]1,CC1C(C2CCCCC2)CC(CC2CCCC2)C2CCCCC12
train,Cc1cc(Nc2nn(-c3ccccc3)c(=O)c3ccccc23)n[nH]1,CC1C(C2CCCCC2)CC(CC2CCCC2)C2CCCCC12
train,Cc1cc(Nc2nn(-c3ccccc3)c(=O)c3ccccc23)n[nH]1,CC1C(C2CCCCC2)CC(CC2CCCC2)C2CCCCC12
train,Cc1cc(Nc2nn(-c3ccccc3)c(=O)c3ccccc23)n[nH]1,CC1C(C2CCCCC2)CC(CC2CCCC2)C2CCCCC12
train,Cc1cc(Nc2nn(-c3ccccc3)c(=O)c3ccccc23)n[nH]1,CC1C(C2CCCCC2)CC(CC2CCCC2)C2CCCCC12
train,Cc1cc(Nc2nn(-c3ccccc3)c(=O)c3ccccc23)n[nH]1,CC1C(C2CCCCC2)CC(CC2CCCC2)C2CCCCC12
train,Cc1cc(Nc2nn(-c3ccccc3)c(=O)c3ccccc23)n[nH]1,CC1C(C2CCCCC2)CC(CC2CCCC2)C2CCCCC12
train,Cc1cc(Nc2nn(-c3ccccc3)c(=O)c3ccccc23)n[nH]1,CC1C(C2CCCCC2)CC(CC2CCCC2)C2CCCCC12
train,Cc1cc(Nc2nn(-c3ccccc3)c(=O)c3ccccc23)n[nH]1,CC1C(C2CCCCC2)CC(CC2CCCC2)C2CCCCC12
train,Cc1cc(Nc2nn(-c3ccccc3)c(=O)c3ccccc23)n[nH]1,CC1C(C2CCCCC2)CC(CC2CCCC2)C2CCCCC12
train,Cc1cc(Nc2nn(-c3ccccc3)c(=O)c3ccccc23)n[nH]1,CC1C(C2CCCCC2)CC(CC2CCCC2)C2CCCCC12
train,Cc1cc(Nc2nn(-c3ccccc3)c(=O)c3ccccc23)n[nH]1,CC1C(C2CCCCC2)CC(CC2CCCC2)C2CCCCC12
train,Cc1cc(Nc2nn(-c3ccccc3)c(=O)c3ccccc23)[nH]n1,CC1C(C2CCCCC2)CC(CC2CCCC2)C2CCCCC12
train,Cc1cc(Nc2nn(-c3ccccc3)c(=O)c3ccccc23)[nH]n1,CC1C(C2CCCCC2)CC(CC2CCCC2)C2CCCCC12
train,Cc1cc(Nc2nn(-c3ccccc3)c(=O)c3ccccc23)[nH]n1,CC1C(C2CCCCC2)CC(CC2CCCC2)C2CCCCC12
train,Cc1cc(Nc2nn(-c3ccccc3)c(=O)c3ccccc23)[nH]n1,CC1C(C2CCCCC2)CC(CC2CCCC2)C2CCCCC12
train,Cc1cc(Nc2nn(-c3ccccc3)c(=O)c3ccccc23)[nH]n1,CC1C(C2CCCCC2)CC(CC2CCCC2)C2CCCCC12
train,Cc1cc(Nc2nn(-c3ccccc3)c(=O)c3ccccc23)n[nH]1,CC1C(C2CCCCC2)CC(CC2CCCC2)C2CCCCC12
train,Cc1cc(Nc2nn(-c3ccccc3)c(=O)c3ccccc23)[nH]n1,CC1C(C2CCCCC2)CC(CC2CCCC2)C2CCCCC12
train,[NH3+][C@H]1CC[C@H](Nc2cc(Br)cc3cc(C(=O)[O-])oc23)CC1,C1CCC(CC2CCCC3CCCC32)CC1
train,[NH3+][C@H]1CC[C@H](Nc2cc(Br)cc3cc(C(=O)[O-])oc23)CC1,C1CCC(CC2CCCC3CCCC32)CC1
train,[NH3+][C@H]1CC[C@H](Nc2cc(Br)cc3cc(C(=O)[O-])oc23)CC1,C1CCC(CC2CCCC3CCCC32)CC1
train,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,C1CCC(CC2CCCC3CCCC32)CC1
train,[NH3+][C@H]1CC[C@H](Nc2cc(Br)cc3cc(C(=O)[O-])oc23)CC1,C1CCC(CC2CCCC3CCCC32)CC1
train,O=C(NOCCO)c1ccc2cncn2c1Nc1ccc(I)cc1F,C1CCC(CC2CCCC3CCCC32)CC1
train,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,C1CCC(CC2CCCC3CCCC32)CC1
train,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,C1CCC(CC2CCCC3CCCC32)CC1
train,CC(C)n1ccc2ncnc(N[C@H]3CC[C@H]([NH+](C)C)CC3)c21,C1CCC(CC2CCCC3CCCC32)CC1
train,[NH3+][C@H]1CC[C@H](Nc2cc(Br)cc3cc(C(=O)[O-])oc23)CC1,C1CCC(CC2CCCC3CCCC32)CC1
train,CC(C)n1ccc2ncnc(N[C@H]3CC[C@H]([NH+](C)C)CC3)c21,C1CCC(CC2CCCC3CCCC32)CC1
train,[NH3+][C@H]1CC[C@H](Nc2cc(Br)cc3cc(C(=O)[O-])oc23)CC1,C1CCC(CC2CCCC3CCCC32)CC1
train,O=C(NOCCO)c1ccc2cncn2c1Nc1ccc(I)cc1F,C1CCC(CC2CCCC3CCCC32)CC1
train,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,C1CCC(CC2CCCC3CCCC32)CC1
train,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,C1CCC(CC2CCCC3CCCC32)CC1
train,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,C1CCC(CC2CCCC3CCCC32)CC1
train,O=C(NOCCO)c1ccc2cncn2c1Nc1ccc(I)cc1F,C1CCC(CC2CCCC3CCCC32)CC1
train,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,C1CCC(CC2CCCC3CCCC32)CC1
train,[NH3+][C@H]1CC[C@H](Nc2cc(Br)cc3cc(C(=O)[O-])oc23)CC1,C1CCC(CC2CCCC3CCCC32)CC1
train,O=C(NOCCO)c1ccc2cncn2c1Nc1ccc(I)cc1F,C1CCC(CC2CCCC3CCCC32)CC1
train,CC(C)n1ccc2ncnc(N[C@H]3CC[C@H]([NH+](C)C)CC3)c21,C1CCC(CC2CCCC3CCCC32)CC1
train,O=C(NOCCO)c1ccc2cncn2c1Nc1ccc(I)cc1F,C1CCC(CC2CCCC3CCCC32)CC1
train,O=C(NOCCO)c1ccc2[nH]ncc2c1Nc1ccc(I)cc1F,C1CCC(CC2CCCC3CCCC32)CC1
train,CC(C)n1ccc2ncnc(N[C@H]3CC[C@H]([NH+](C)C)CC3)c21,C1CCC(CC2CCCC3CCCC32)CC1
train,[NH3+][C@H]1CC[C@H](Nc2cc(Br)cc3cc(C(=O)[O-])oc23)CC1,C1CCC(CC2CCCC3CCCC32)CC1
train,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,C1CCC(CC2CCCC3CCCC32)CC1
train,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,C1CCC(CC2CCCC3CCCC32)CC1
train,O=C(NOCCO)c1ccc2cncn2c1Nc1ccc(I)cc1F,C1CCC(CC2CCCC3CCCC32)CC1
train,O=C(NOCCO)c1ccc2cncn2c1Nc1ccc(I)cc1F,C1CCC(CC2CCCC3CCCC32)CC1
train,CC(C)n1ccc2ncnc(N[C@H]3CC[C@H]([NH+](C)C)CC3)c21,C1CCC(CC2CCCC3CCCC32)CC1
train,[NH3+][C@H]1CC[C@H](Nc2cc(Br)cc3cc(C(=O)[O-])oc23)CC1,C1CCC(CC2CCCC3CCCC32)CC1
train,[NH3+][C@H]1CC[C@H](Nc2cc(Br)cc3cc(C(=O)[O-])oc23)CC1,C1CCC(CC2CCCC3CCCC32)CC1
train,[NH3+][C@H]1CC[C@H](Nc2cc(Br)cc3cc(C(=O)[O-])oc23)CC1,C1CCC(CC2CCCC3CCCC32)CC1
train,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,C1CCC(CC2CCCC3CCCC32)CC1
train,O=C(NOCCO)c1ccc2cncn2c1Nc1ccc(I)cc1F,C1CCC(CC2CCCC3CCCC32)CC1
train,O=C(NOCCO)c1ccc2cncn2c1Nc1ccc(I)cc1F,C1CCC(CC2CCCC3CCCC32)CC1
train,O=C(NOCCO)c1ccc2cncn2c1Nc1ccc(I)cc1F,C1CCC(CC2CCCC3CCCC32)CC1
train,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,C1CCC(CC2CCCC3CCCC32)CC1
train,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,C1CCC(CC2CCCC3CCCC32)CC1
train,[NH3+][C@H]1CC[C@H](Nc2cc(Br)cc3cc(C(=O)[O-])oc23)CC1,C1CCC(CC2CCCC3CCCC32)CC1
train,O=C(NOCCO)c1ccc2cncn2c1Nc1ccc(I)cc1F,C1CCC(CC2CCCC3CCCC32)CC1
train,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,C1CCC(CC2CCCC3CCCC32)CC1
train,[NH3+][C@H]1CC[C@H](Nc2cc(Br)cc3cc(C(=O)[O-])oc23)CC1,C1CCC(CC2CCCC3CCCC32)CC1
train,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,C1CCC(CC2CCCC3CCCC32)CC1
train,CC(C)n1ccc2ncnc(N[C@H]3CC[C@H]([NH+](C)C)CC3)c21,C1CCC(CC2CCCC3CCCC32)CC1
train,[NH3+][C@H]1CC[C@H](Nc2cc(Br)cc3cc(C(=O)[O-])oc23)CC1,C1CCC(CC2CCCC3CCCC32)CC1
train,[NH3+][C@H]1CC[C@H](Nc2cc(Br)cc3cc(C(=O)[O-])oc23)CC1,C1CCC(CC2CCCC3CCCC32)CC1
train,CC(C)n1ccc2ncnc(N[C@H]3CC[C@H]([NH+](C)C)CC3)c21,C1CCC(CC2CCCC3CCCC32)CC1
train,[NH3+][C@H]1CC[C@H](Nc2cc(Br)cc3cc(C(=O)[O-])oc23)CC1,C1CCC(CC2CCCC3CCCC32)CC1
train,[NH3+][C@H]1CC[C@H](Nc2cc(Br)cc3cc(C(=O)[O-])oc23)CC1,C1CCC(CC2CCCC3CCCC32)CC1
train,[NH3+][C@H]1CC[C@H](Nc2cc(Br)cc3cc(C(=O)[O-])oc23)CC1,C1CCC(CC2CCCC3CCCC32)CC1
train,O=C(NOCCO)c1ccc2cncn2c1Nc1ccc(I)cc1F,C1CCC(CC2CCCC3CCCC32)CC1
train,[NH3+][C@H]1CC[C@H](Nc2cc(Br)cc3cc(C(=O)[O-])oc23)CC1,C1CCC(CC2CCCC3CCCC32)CC1
train,O=C(NOCCO)c1ccc2cncn2c1Nc1ccc(I)cc1F,C1CCC(CC2CCCC3CCCC32)CC1
train,O=C(NOCCO)c1ccc2[nH]ncc2c1Nc1ccc(I)cc1F,C1CCC(CC2CCCC3CCCC32)CC1
train,CC(C)n1ccc2ncnc(N[C@H]3CC[C@H]([NH+](C)C)CC3)c21,C1CCC(CC2CCCC3CCCC32)CC1
train,O=C(NOCCO)c1ccc2cncn2c1Nc1ccc(I)cc1F,C1CCC(CC2CCCC3CCCC32)CC1
train,[NH3+][C@H]1CC[C@H](Nc2cc(Br)cc3cc(C(=O)[O-])oc23)CC1,C1CCC(CC2CCCC3CCCC32)CC1
train,O=C(NOCCO)c1ccc2cncn2c1Nc1ccc(I)cc1F,C1CCC(CC2CCCC3CCCC32)CC1
train,[NH3+][C@H]1CC[C@H](Nc2cc(Br)cc3cc(C(=O)[O-])oc23)CC1,C1CCC(CC2CCCC3CCCC32)CC1
train,CC(C)n1ccc2ncnc(N[C@H]3CC[C@H]([NH+](C)C)CC3)c21,C1CCC(CC2CCCC3CCCC32)CC1
train,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,C1CCC(CC2CCCC3CCCC32)CC1
train,O=C(NOCCO)c1ccc2[nH]ncc2c1Nc1ccc(I)cc1F,C1CCC(CC2CCCC3CCCC32)CC1
train,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,C1CCC(CC2CCCC3CCCC32)CC1
train,O=C(NOCCO)c1ccc2cncn2c1Nc1ccc(I)cc1F,C1CCC(CC2CCCC3CCCC32)CC1
train,[NH3+][C@H]1CC[C@H](Nc2cc(Br)cc3cc(C(=O)[O-])oc23)CC1,C1CCC(CC2CCCC3CCCC32)CC1
train,[NH3+][C@H]1CC[C@H](Nc2cc(Br)cc3cc(C(=O)[O-])oc23)CC1,C1CCC(CC2CCCC3CCCC32)CC1
train,CC(C)n1ccc2ncnc(N[C@H]3CC[C@H]([NH+](C)C)CC3)c21,C1CCC(CC2CCCC3CCCC32)CC1
train,O=C(NOCCO)c1ccc2[nH]ncc2c1Nc1ccc(I)cc1F,C1CCC(CC2CCCC3CCCC32)CC1
train,[NH3+][C@H]1CC[C@H](Nc2cc(Br)cc3cc(C(=O)[O-])oc23)CC1,C1CCC(CC2CCCC3CCCC32)CC1
train,[NH3+][C@H]1CC[C@H](Nc2cc(Br)cc3cc(C(=O)[O-])oc23)CC1,C1CCC(CC2CCCC3CCCC32)CC1
train,[NH3+][C@H]1CC[C@H](Nc2cc(Br)cc3cc(C(=O)[O-])oc23)CC1,C1CCC(CC2CCCC3CCCC32)CC1
train,[NH3+][C@H]1CC[C@H](Nc2cc(Br)cc3cc(C(=O)[O-])oc23)CC1,C1CCC(CC2CCCC3CCCC32)CC1
train,[NH3+][C@H]1CC[C@H](Nc2cc(Br)cc3cc(C(=O)[O-])oc23)CC1,C1CCC(CC2CCCC3CCCC32)CC1
train,[NH3+][C@H]1CC[C@H](Nc2cc(Br)cc3cc(C(=O)[O-])oc23)CC1,C1CCC(CC2CCCC3CCCC32)CC1
train,[NH3+][C@H]1CC[C@H](Nc2cc(Br)cc3cc(C(=O)[O-])oc23)CC1,C1CCC(CC2CCCC3CCCC32)CC1
train,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,C1CCC(CC2CCCC3CCCC32)CC1
train,O=C(NOCCO)c1ccc2cncn2c1Nc1ccc(I)cc1F,C1CCC(CC2CCCC3CCCC32)CC1
train,[NH3+][C@H]1CC[C@H](Nc2cc(Br)cc3cc(C(=O)[O-])oc23)CC1,C1CCC(CC2CCCC3CCCC32)CC1
train,[NH3+][C@H]1CC[C@H](Nc2cc(Br)cc3cc(C(=O)[O-])oc23)CC1,C1CCC(CC2CCCC3CCCC32)CC1
train,O=C(NOCCO)c1ccc2cncn2c1Nc1ccc(I)cc1F,C1CCC(CC2CCCC3CCCC32)CC1
train,O=C(NOCCO)c1ccc2[nH]ncc2c1Nc1ccc(I)cc1F,C1CCC(CC2CCCC3CCCC32)CC1
train,[NH3+][C@H]1CC[C@H](Nc2cc(Br)cc3cc(C(=O)[O-])oc23)CC1,C1CCC(CC2CCCC3CCCC32)CC1
train,O=C(NOCCO)c1ccc2cncn2c1Nc1ccc(I)cc1F,C1CCC(CC2CCCC3CCCC32)CC1
train,O=C(NOCCO)c1ccc2[nH]ncc2c1Nc1ccc(I)cc1F,C1CCC(CC2CCCC3CCCC32)CC1
train,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,C1CCC(CC2CCCC3CCCC32)CC1
train,[NH3+][C@H]1CC[C@H](Nc2cc(Br)cc3cc(C(=O)[O-])oc23)CC1,C1CCC(CC2CCCC3CCCC32)CC1
train,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,C1CCC(CC2CCCC3CCCC32)CC1
train,O=C(NOCCO)c1ccc2cncn2c1Nc1ccc(I)cc1F,C1CCC(CC2CCCC3CCCC32)CC1
train,[NH3+][C@H]1CC[C@H](Nc2cc(Br)cc3cc(C(=O)[O-])oc23)CC1,C1CCC(CC2CCCC3CCCC32)CC1
train,[NH3+][C@H]1CC[C@H](Nc2cc(Br)cc3cc(C(=O)[O-])oc23)CC1,C1CCC(CC2CCCC3CCCC32)CC1
train,[NH3+][C@H]1CC[C@H](Nc2cc(Br)cc3cc(C(=O)[O-])oc23)CC1,C1CCC(CC2CCCC3CCCC32)CC1
train,[NH3+][C@H]1CC[C@H](Nc2cc(Br)cc3cc(C(=O)[O-])oc23)CC1,C1CCC(CC2CCCC3CCCC32)CC1
train,O=C(NOCCO)c1ccc2cncn2c1Nc1ccc(I)cc1F,C1CCC(CC2CCCC3CCCC32)CC1
train,[NH3+][C@H]1CC[C@H](Nc2cc(Br)cc3cc(C(=O)[O-])oc23)CC1,C1CCC(CC2CCCC3CCCC32)CC1
train,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,C1CCC(CC2CCCC3CCCC32)CC1
train,O=C(NOCCO)c1ccc2cncn2c1Nc1ccc(I)cc1F,C1CCC(CC2CCCC3CCCC32)CC1
train,[NH3+][C@H]1CC[C@H](Nc2cc(Br)cc3cc(C(=O)[O-])oc23)CC1,C1CCC(CC2CCCC3CCCC32)CC1
train,O=C(NOCCO)c1ccc2cncn2c1Nc1ccc(I)cc1F,C1CCC(CC2CCCC3CCCC32)CC1
train,[NH3+][C@H]1CC[C@H](Nc2cc(Br)cc3cc(C(=O)[O-])oc23)CC1,C1CCC(CC2CCCC3CCCC32)CC1
train,O=C(NOCCO)c1ccc2cncn2c1Nc1ccc(I)cc1F,C1CCC(CC2CCCC3CCCC32)CC1
train,CC(C)n1ccc2ncnc(N[C@H]3CC[C@H]([NH+](C)C)CC3)c21,C1CCC(CC2CCCC3CCCC32)CC1
train,CC(C)n1ccc2ncnc(N[C@H]3CC[C@H]([NH+](C)C)CC3)c21,C1CCC(CC2CCCC3CCCC32)CC1
train,CC(C)n1ccc2ncnc(N[C@H]3CC[C@H]([NH+](C)C)CC3)c21,C1CCC(CC2CCCC3CCCC32)CC1
train,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,C1CCC(CC2CCCC3CCCC32)CC1
train,O=C(NOCCO)c1ccc2cncn2c1Nc1ccc(I)cc1F,C1CCC(CC2CCCC3CCCC32)CC1
train,[NH3+][C@H]1CC[C@H](Nc2cc(Br)cc3cc(C(=O)[O-])oc23)CC1,C1CCC(CC2CCCC3CCCC32)CC1
train,O=C(NOCCO)c1ccc2[nH]ncc2c1Nc1ccc(I)cc1F,C1CCC(CC2CCCC3CCCC32)CC1
train,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,C1CCC(CC2CCCC3CCCC32)CC1
train,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,C1CCC(CC2CCCC3CCCC32)CC1
train,[NH3+][C@H]1CC[C@H](Nc2cc(Br)cc3cc(C(=O)[O-])oc23)CC1,C1CCC(CC2CCCC3CCCC32)CC1
train,[NH3+][C@H]1CC[C@H](Nc2cc(Br)cc3cc(C(=O)[O-])oc23)CC1,C1CCC(CC2CCCC3CCCC32)CC1
train,[NH3+][C@H]1CC[C@H](Nc2cc(Br)cc3cc(C(=O)[O-])oc23)CC1,C1CCC(CC2CCCC3CCCC32)CC1
train,O=C(NOCCO)c1ccc2cncn2c1Nc1ccc(I)cc1F,C1CCC(CC2CCCC3CCCC32)CC1
train,CC(C)n1ccc2ncnc(N[C@H]3CC[C@H]([NH+](C)C)CC3)c21,C1CCC(CC2CCCC3CCCC32)CC1
train,CC(C)n1ccc2ncnc(N[C@H]3CC[C@H]([NH+](C)C)CC3)c21,C1CCC(CC2CCCC3CCCC32)CC1
train,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,C1CCC(CC2CCCC3CCCC32)CC1
train,[NH3+][C@H]1CC[C@H](Nc2cc(Br)cc3cc(C(=O)[O-])oc23)CC1,C1CCC(CC2CCCC3CCCC32)CC1
train,O=C(NOCCO)c1ccc2[nH]ncc2c1Nc1ccc(I)cc1F,C1CCC(CC2CCCC3CCCC32)CC1
train,[NH3+][C@H]1CC[C@H](Nc2cc(Br)cc3cc(C(=O)[O-])oc23)CC1,C1CCC(CC2CCCC3CCCC32)CC1
train,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,C1CCC(CC2CCCC3CCCC32)CC1
train,[NH3+][C@H]1CC[C@H](Nc2cc(Br)cc3cc(C(=O)[O-])oc23)CC1,C1CCC(CC2CCCC3CCCC32)CC1
train,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,C1CCC(CC2CCCC3CCCC32)CC1
train,[NH3+][C@H]1CC[C@H](Nc2cc(Br)cc3cc(C(=O)[O-])oc23)CC1,C1CCC(CC2CCCC3CCCC32)CC1
train,CC(C)n1ccc2ncnc(N[C@H]3CC[C@H]([NH+](C)C)CC3)c21,C1CCC(CC2CCCC3CCCC32)CC1
train,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,C1CCC(CC2CCCC3CCCC32)CC1
train,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,C1CCC(CC2CCCC3CCCC32)CC1
train,CC(C)n1ccc2ncnc(N[C@H]3CC[C@H]([NH+](C)C)CC3)c21,C1CCC(CC2CCCC3CCCC32)CC1
train,O=C(NOCCO)c1ccc2cncn2c1Nc1ccc(I)cc1F,C1CCC(CC2CCCC3CCCC32)CC1
train,[NH3+][C@H]1CC[C@H](Nc2cc(Br)cc3cc(C(=O)[O-])oc23)CC1,C1CCC(CC2CCCC3CCCC32)CC1
